mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logreg__C,param_logreg__penalty,param_logreg__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11450071334838867,0.013643259564495653,0.021874284744262694,0.005109273492963752,0.1,l2,lbfgs,"{'logreg__C': 0.1, 'logreg__penalty': 'l2', 'logreg__solver': 'lbfgs'}",0.8981892258940698,0.9076869875760777,0.9048086112368593,0.8992686082433395,0.8950004657638401,0.9009907797428373,0.00460680967418651,3
0.12203927040100097,0.008564188424304628,0.019874000549316408,0.00432829351384216,1.0,l2,lbfgs,"{'logreg__C': 1.0, 'logreg__penalty': 'l2', 'logreg__solver': 'lbfgs'}",0.898248327548916,0.9082264473618027,0.9048123836829133,0.8994622378299404,0.8969629679982477,0.9015424728843641,0.0042782816134562815,2
0.12775497436523436,0.0070284867141425225,0.018395709991455077,0.002909525085438896,10.0,l2,lbfgs,"{'logreg__C': 10.0, 'logreg__penalty': 'l2', 'logreg__solver': 'lbfgs'}",0.8981678486997635,0.9082943513907751,0.9046501685025905,0.8995200752389251,0.8971958499183026,0.9015656587500714,0.004233538929352061,1
